Company name,Email,E-Mail-Typ,Phone,URL 1,Address,Stadt,Bundesland
Hauskrankenpflege Regenbogen GmbH (Alt Ruppin),neuruppin@hauskrankenpflege-regenbogen.de,Persönlich,03391 512585,http://www.hauskrankenpflege-regenbogen.de,"Wuthenower Str. 11, 16827 Alt Ruppin",Alt Ruppin,Brandenburg
Hauskrankenpflege Regina Hotzkow/Christin Wulf,info@hauskrankenpflege-hotzkow.de,Sammelpostfach,0355 48380938,,"Am Technologiepark 3, 03099 Kolkwitz",Kolkwitz,Brandenburg
Hauskrankenpflege Regine Beschow  GmbH,info@hauskrankenpflege-biw.de,Sammelpostfach,03594 702160,,"Brauereistraße 2 a, 01877 Schmölln-Putzkau",Schmölln-Putzkau,Sachsen
Hauskrankenpflege Reinhold GmbH,hauskrankenpflege.reinhold@t-online.de,Persönlich,033931 43922,,"Berliner Straße 19, 16831 Rheinsberg",Rheinsberg,Brandenburg
Hauskrankenpflege Rose GmbH,roseambulant@gmail.com,Persönlich,030 6919053,http://www.pflegerose.de,"Carl-Herz-Ufer 1, 10961 Berlin",Berlin,Berlin
Hauskrankenpflege Rückgrat Frau Mandy Rückert,mandy-rueckert@gmx.de,Persönlich,0173 9278031,http://www.hauskrankenpflege-rückgrat.de,"Schillerstr. 61, 16321 Bernau",Bernau,Brandenburg
Hauskrankenpflege Sabina Kother,sabinashkp@t-online.de,Persönlich,03594 701273,,"Alte Belmsdorfer Straße 28, 01877 Bischofswerda",Bischofswerda,Sachsen
"Hauskrankenpflege
Sabine Busch",pflegebiene@gmx.de,Persönlich,034204 705734,,"Ammendorfer Str. 10, 06258 Schkopau",Schkopau,Sachsen-Anhalt
Hauskrankenpflege Schieber Inhaber Madlen Schmaler,kontakt@pflegedienst-schieber.de,Sammelpostfach,035722 24420,,"Laubusch, Hauptstraße 74, 02991 Lauta",Lauta,Sachsen
Hauskrankenpflege Schulz und Schulz GmbH,info@HauskrankenpflegeSchulzundSchulz.de,Sammelpostfach,03381 701854,http://www.hauskrankenpflegeschulzundschulz.de,"Brielower Str. 52, 14770 Brandenburg an der Havel",Brandenburg an der Havel,Brandenburg
Hauskrankenpflege Schwester Agnes GmbH,hkp.agnes.panketal@gmail.com,Persönlich,030 53144975,http://www.schwesteragnes-hkp.de,"Schönower Str. 72a, 16341 Panketal",Panketal,Brandenburg
"Hauskrankenpflege ""Schwester Anne-Kathrin Walther""",hauskrankenpflege-a.walther@web.de,Persönlich,03372 400887,,"Herzberger Str. 20, 14913 Jüterbog",Jüterbog,Brandenburg
Hauskrankenpflege Schwester Florence GmbH,harmonie.pflege@web.de,Persönlich,030 37441383,http://www.harmoniepflege.info,"Mahlsdorfer Str. 61 b, 15366 Hoppegarten",Hoppegarten,Brandenburg
"Hauskrankenpflege ""Schwester Gabi"" Inhaber: Kristin Fiegler",kristin_fiegler@web.de,Persönlich,03302 802125,http://www.schwester-gabi.de,"Forststr. 54, 16761 Hennigsdorf",Hennigsdorf,Brandenburg
"Hauskrankenpflege  ""Schwester Helga"" GmbH",schwester-helga@t-online.de,Persönlich,034496 60342,,"Postersteiner Straße 6, 04626 Nöbdenitz",Nöbdenitz,Thüringen
"Hauskrankenpflege Schwester Katja & Partner, Oberschmidt & Rackow GbR",,,0381 81708338,http://www.katja-partner.de,"Maßmannstr. 3, 18057 Rostock",Rostock,Mecklenburg-Vorpommern
"Hauskrankenpflege ""Schwester Lisa""",lisa@schwesterlisa.net,Persönlich,03341 24054,,"Grenzweg 14, 15344 Strausberg",Strausberg,Brandenburg
Hauskrankenpflege Schwester Marcella  GmbH,info@schwester-marcella.de,Sammelpostfach,0371 2803882,,"Zwickauer Straße 224, 09116 Chemnitz",Chemnitz,Sachsen
Hauskrankenpflege Schwester Maria,hauskrankenpflege@schwester-maria.de,Persönlich,030 54983380,,"Alt-Friedrichsfelde 21, 10315 Berlin",Berlin,Berlin
Hauskrankenpflege Schwester Martina GmbH,info@schwestermartina.de,Sammelpostfach,030 9160780,http://www.schwestermartina.de,"Triftstraße 12 A, 13127 Berlin",Berlin,Berlin
"Hauskrankenpflege ''Schwester Monika""",schwester.monika@t-online.de,Persönlich,0365 7106261,,"Uhlstraße 6, 07549 Gera",Gera,Thüringen
Hauskrankenpflege Schwester Ramona Inhaberin Victoria Feldmair,feldmair@schwester-ramona.de,Persönlich,034491 58880,,"Beethovenplatz 12, 04626 Schmölln",Schmölln,Thüringen
Hauskrankenpflege Schwester  Sylke Bauer GmbH,info@hauskrankenpflege-sbauer.de,Sammelpostfach,03771 457732,https://www.hauskrankenpflege-sbauer.de/,"Friedensstraße 3, 08321 Zschorlau",Zschorlau,Sachsen
Hauskrankenpflege Schw. Gabriele Wollny,gabiwollny@gmx.de,Persönlich,038322 341,,"Am Mühlengrund 4, 18461 Richtenberg",Richtenberg,Mecklenburg-Vorpommern
Hauskrankenpflege Seibold,,,07391 754467,,"Talstr. 14, 89584 Ehingen",Ehingen,Bayern
Hauskrankenpflege & Seniorenbetreuung Löhndorf Inhaberin: Melitta Löhndorf,m.loehndorf@t-online.de,Persönlich,0381 4001215,http://www.hauskrankenpflege-loehndorf.de,"Arnold-Bernhard-Str. 33, 18057 Rostock",Rostock,Mecklenburg-Vorpommern
Hauskrankenpflege & Seniorenbetreuung Stumm GmbH,info@hauskrankenpflege-goerlitz.de,Sammelpostfach,03581 313902,,"Konsulstraße 60, 02826 Görlitz",Görlitz,Sachsen
Hauskrankenpflege Simona  Kneschke & Team GmbH,pflegedienst.kneschke@web.de,Sammelpostfach,0351 4941777,,"Haydnstraße 21, 01309 Dresden",Dresden,Sachsen
Hauskrankenpflege Sinus GbR,hauskrankenpflege-sinus@t-online.de,Persönlich,0421 24449243,,"Schwaneweder Straße 123 a, 28779 Bremen",Bremen,Bremen
Hauskrankenpflege Sonnenschein,hauskrankenpflege-sonnenschein@web.de,Persönlich,03578 7889680,,"Straße der Einheit 2, 01917 Kamenz",Kamenz,Sachsen
Hauskrankenpflege Sonnenschein GmbH,info@sonnenschein-ffo.de,Sammelpostfach,0335 50080100,,"Puschkinstraße 1, 15236 Frankfurt (Oder)",Frankfurt (Oder),Brandenburg
Hauskrankenpflege Spandau Susanne Gerwin,info@hkp-spandau.de,Sammelpostfach,030 3334013,http://www.hauskrankenpflege-spandau.de,"Streitstr. 13, 13587 Berlin",Berlin,Berlin
Hauskrankenpflege Stadtmitte Jessica Fetting,hkp-stadtmitte@gmx.de,Persönlich,03334 3857626,,"Rudolf-Breitscheid-Straße 2, 16225 Eberswalde",Eberswalde,Brandenburg
Hauskrankenpflege Stark Inh. Katja Stark,info@pflegedienst-stark.de,Sammelpostfach,0381 4902930,https://www.pflegedienst-stark.de/,"Ziolkowskistraße 12, 18059 Rostock",Rostock,Mecklenburg-Vorpommern
Hauskrankenpflege Stolley GmbH,info@hauskrankenpflege-stolley.de,Sammelpostfach,030 5410200,http://www.hauskrankenpflege-stolley.de,"Fichtelbergstr. 9 - 11, 12685 Berlin",Berlin,Berlin
Hauskrankenpflege Susan Voges,krankenpflegevoges@freenet.de,Persönlich,03844 890389,https://www.hauskrankenpflege-voges.de,"August-Bebel-Straße 18, 18258 Schwaan",Schwaan,Mecklenburg-Vorpommern
Hauskrankenpflege Thaeter GmbH,PDL@HKTHAETER.de,Persönlich,030 6938040,http://www.hkthaeter.de,"Kottbusser Damm 78, 10967 Berlin",Berlin,Berlin
Hauskrankenpflege Thieke GmbH,HKP-Thieke@gmx.de,Persönlich,03377 200836,http://www.seniorenhausthieke.de,"Kallinchener Str. 1, 15806 Zossen",Zossen,Brandenburg
Hauskrankenpflege und Ergotherapie Julia Rzegotta GmbH,info@krankenpflege-gera.de,Sammelpostfach,0365 7110921,,"Schmelzhüttenstraße 31, 07545 Gera",Gera,Thüringen
Hauskrankenpflege UNIVERSUM,hkpuniversum@web.de,Persönlich,03641 532757,,"Magdelstieg 34, 07745 Jena",Jena,Thüringen
Hauskrankenpflege  Uwe Schweizer GmbH,uweschweizer@hotmail.de,Persönlich,03571 600985,,"Ferdinand-von-Schill-Straße 27, 02977 Hoyerswerda",Hoyerswerda,Sachsen
Hauskrankenpflegeverein  Rosenheim e.V.,info@hkpv-ro.de,Sammelpostfach,08031 13230,http://www.hauskrankenpflege-rosenheim.de,"Freiherr-vom-Stein-Str. 16 , 83022 Rosenheim",Rosenheim,Bayern
Hauskrankenpflege Vetter GmbH,info@hauskrankenpflege-vetter.de,Sammelpostfach,03362 21898,http://www.hauskrankenpflege-vetter.de,"Siedlerweg 6, 15537 Erkner",Erkner,Brandenburg
Hauskrankenpflege Viola Wolfgramm Inh. Claudia Zilm,hkpwolfgramm@aol.com,Persönlich,03375 501045,http://www.hkp-wildau.de,"Karl-Marx-Str. 117, 15745 Wildau",Wildau,Brandenburg
Hauskrankenpflege Weigel Frau Sandra Kupfer,weigel-ortrand@gmx.de,Persönlich,035755 50816,http://www.hauskrankenpflege-weigel-ortrand.eu/,"Tettauer Straße 23, 01945 Lindenau",Lindenau,Sachsen
"Hauskrankenpflege Wend GmbH
Florian Wend",info@pflegedienst-wend.de,Sammelpostfach,03475 6367614,,"Poststraße 2A, 06295 Lutherstadt Eisleben",Lutherstadt Eisleben,Sachsen-Anhalt
Hauskrankenpflege Wildgrube & Müller GmbH,info@pflegedienst-wm.de,Sammelpostfach,,http://www.pflegedienst-wm.de,"Leipziger Straße 22, 14929 Treuenbrietzen",Treuenbrietzen,Brandenburg
Hauskrankenpflege WOB,guido.guiard@wohnen-ohne-barrieren-gmbh.de,Persönlich,0381 87729390,,"Mecklenburger Allee 16, 18109 Rostock",Rostock,Mecklenburg-Vorpommern
Hauskrankenpflege Wohlfeld GmbH,info@hauskrankenpflege-wohlfeld.de,Sammelpostfach,030 4977970,http://www.hauskrankenpflege-berlin.net,"Seestr. 105, 13353 Berlin",Berlin,Berlin
Hauskrankenpflege Worreschk & Knör GbR,hkp-torgau@gmx.de,Persönlich,03421 778599,,"Warschauer Straße 1 b, 04860 Torgau",Torgau,Thüringen
Hauskrankenpflege Wünsch GmbH,hkp-wuensch@freenet.de,Persönlich,03581 649910,,"Mühlweg 21, 02826 Görlitz",Görlitz,Sachsen
Hauskrankenpflege Zeuthen GmbH,info@hauskrankenpflege-zeuthen.de,Sammelpostfach,033762 390037,http://www.hauskrankenpflege-zeuthen.de,"Miersdorfer Chaussee 14, 15738 Zeuthen",Zeuthen,Brandenburg
Hauskrankenpflege zum Sonnenschein,n.baro@zumsonnenschein.de,Persönlich,03379 369071,http://www.zumsonnenschein.de,"Jonas-Lie-Str. 4, 15831 Mahlow",Mahlow,Brandenburg
Hauskranken- & Tagespflege  Wehle/Kampfrath GmbH,tagespflege@krankenpflegewehle.de,Persönlich,0371 2609886,,"Walther-Ranft-Straße 1, 09123 Chemnitz",Chemnitz,Sachsen
Hauskranken- und Altenpflege Beate Schäfer gGmbH,hkpschaeferggmbh@aol.com,Persönlich,03371 610922,,"Markt 21, 14943 Luckenwalde",Luckenwalde,Brandenburg
"Hauskranken- und Seniorenpflege ""Zuversicht"" Ariane Kunzika",kunzika65@web.de,Persönlich,03836 603799,http://www.pflege-wohnen.com,"Kosegartenweg 8, 17438 Wolgast",Wolgast,Brandenburg
Hauspflege Blautal GmbH,,,07304 42727,,"Höhwiesen 6, 89134 Blaustein",Blaustein,Baden-Württemberg
Hauspflegedienst  Heerstraße Nord,info@foev-hn.de,Sammelpostfach,030 36479411,http://www.foerdererverein.de,"Pillnitzer Weg 8, 13593 Berlin",Berlin,Berlin
Hauspflege-Profis,info@hauspflege-profis.de,Sammelpostfach,04791 502562,,"Siemensstraße 6, 27711 Osterholz-Scharmbeck",Osterholz-Scharmbeck,Niedersachsen
Hauspflege Reutlingen gGmbH   SGB XI / SGB V / SGB XII,w.boley@hauspflege-reutlingen.de,Persönlich,07121 371811,http://www.hauspflege-reutlingen.de,"Karlstr. 98, 72766 Reutlingen",Reutlingen,Baden-Württemberg
Hauspflege Staaken GbR Leonid Dolgoj & Gennadij Mandel,info@hkp-staaken.de,Sammelpostfach,030 36704054,http://hkp-staaken.de,"Fachinger Str. 39 a, 13591 Berlin",Berlin,Berlin
Hauspflegestation Fingerhutweg Gabriele Grieser,HPS-Fingerhutweg@web.de,Persönlich,030 6615243,http://www.hps-fingerhutweg.de,"Fingerhutweg 14, 12357 Berlin",Berlin,Berlin
Hauspflegeverein Wolfenbüttel e.V.,,,05331 61330,http://www.hauspflegeverein-wf.de,"Kommißstr. 5, 38300 Wolfenbüttel",Wolfenbüttel,Niedersachsen
Haus Rengold gemeinnützige Betriebsgesellschaft mbH  Ambulanter Pflegedienst,haberstroh@haus-rengold.de,Persönlich,07551 972371,http://www.haus-rengold.de,"Rengoldshauser Str. 22, 88662 Überlingen",Überlingen,Baden-Württemberg
Haus Salem,rothenbusch@kaiserswerther-diakonie.de,Persönlich,02102 847603,,"Auf der Aue 17, 40882 Ratingen",Ratingen,Nordrhein-Westfalen
Haus St. Georg,,,,,"Steinhausstr. 40, 41462 Neuss",Neuss,Nordrhein-Westfalen
Haus St. Vinzenz von Paul GmbH Sozialstation / ambulanter Pflegedienst,info@vinzenz-kleinostheim.de,Sammelpostfach,06027 4065850,http://www.vinzenz-kleinostheim.de,"Kirchstr. 28 , 63801 Kleinostheim",Kleinostheim,Hessen
Haus- u. Krankenpflegedienst Iris Lemke,,,02392 62860,,"Rüterbruch 20, 58809 Neuenrade",Neuenrade,Nordrhein-Westfalen
"Haus- und Familienpflegestation des DRK, Kreisverband Norden e.V.",info@drk-kv-norden.de,Sammelpostfach,04931 949212,http://www.drk-kv-norden.de,"Hooge Riege 28, 26506 Norden",Norden,Niedersachsen
Haus- und Familienpflegestation d. Paritätischen Wohlfahrtsverbandes Aurich,hans-joachim.borm@paritaetischer.de,Persönlich,04941 93940,,"Große Mühlenwallstr. 21, 26603 Aurich",Aurich,Niedersachsen
Haus Ursula mobil GmbH Ambulanter Pflegedienst,,,06765 91290,,"Kreuznacher Str. 7, 55490 Gemünden",Gemünden,Rheinland-Pfalz
Hauswärts GmbH,info@hauswaerts.com,Sammelpostfach,02541 8003277,http://www.hauswaerts.com,"Zusestrasse 2, 48653 Coesfeld",Coesfeld,Nordrhein-Westfalen
Haus Waldruh Betreutes Wohnen gGmbH  Ambulanter Pflegedienst,,,,,"Waldesruh 23, 71543 Wüstenrot",Wüstenrot,Baden-Württemberg
Hauswirtschafts- und Betreuungsdienst Team Lisa GmbH,lisa.scheibinger@gmail.com,Persönlich,,,"Kamenerstraße 150, 59077 Hamm",Hamm,Nordrhein-Westfalen
Havelländer Pflegeengel GmbH,havellaenderpflegeengel@yahoo.com,Persönlich,033234 911333,,"Hamburger Straße 5, 14641 Wustermark",Wustermark,Brandenburg
Havel-Spree Soziale Dienste gGmbH,info@sozialstation-havel-spree.de,Sammelpostfach,030 586946010,http://www.sozialstation-havel-spree.de,"Fürstenbrunner Weg 99, 14050 Berlin",Berlin,Berlin
HavenCare GmbH,havencare.pflegedienst@gmail.com,Persönlich,04101 5255575,,"Hauptstraße 32-34, 25469 Halstenbek",Halstenbek,Schleswig-Holstein
HaWis - Pflegedienst & Hauswirtschaftsservice,,,0271 6610390,,"Samuel-Frank-Str. 11, 57076 Siegen",Siegen,Nordrhein-Westfalen
Hayat Ambulanter Pflegedienst,info@hayat-ambulante-pflege.de,Sammelpostfach,04193 9803322,,"Kirchweg 125a, 24558 Henstedt-Ulzburg",Henstedt-Ulzburg,Schleswig-Holstein
Hayat ambulanter Pflegedienst Mühibe Gürdogan-Güclü,info@pflegedienst-hayat.de,Sammelpostfach,0911 92350340,http://www.pflegedienst-hayat.de,"Rheinstr. 18 , 90451 Nürnberg",Nürnberg,Bayern
Hayat Care GmbH,info@hayat-care.berlin,Sammelpostfach,030 71050242,,"Ringslebenstraße 84, 12353 Berlin",Berlin,Berlin
Hayat Pflegedienst GmbH,,,,,"Babenhäuser Str. 31 a, 63128 Dietzenbach",Dietzenbach,Hessen
Hazima Clausnitzer-Krljic MPS Melissa´s Pflege Service,mps-office@web.de,Persönlich,0911 39400610,,"Eibacher Hauptstr. 50 , 90451 Nürnberg",Nürnberg,Bayern
HBG Intensivpflegedienst GmbH,,,,,"Wichernweg 6, 65549 Limburg",Limburg,Hessen
HBP alles aus einer Hand - Ambulante Pflege,,,05271 959297,,"Paul-Keller-Straße 6, 37671 Höxter",Höxter,Niedersachsen
HCS Health Care Stanic e. K. Slavica Stanic  Amb. Intensivpflegedienst,,,0711 34068712,,"Pforzheimer Str. 262, 70499 Stuttgart",Stuttgart,Baden-Württemberg
HD Häusliche Dienste Claudia Meyer & Sascha Meyer GbR,,,069 95111890,,"Im Vogelsgesang 7, 60488 Frankfurt",Frankfurt,Hessen
HDH - Hilfe Daheim Häusl. Pflegegemeinschaft GmbH,info@hilfedaheim.de,Sammelpostfach,040 6390700,,"Fuhlsbüttler Str. 324, 22307 Hamburg",Hamburg,Hamburg
Hdmona Care - Ambulanter Pflegedienst GmbH,oasmmeret@yahoo.com,Persönlich,0179 4987419,,"Von-Guericke-Allee 26, 53125 Bonn",Bonn,Nordrhein-Westfalen
HDU Hilfswerk der Deutschen Unitarier,info@hdu-kiel.de,Sammelpostfach,0431 8868414,http://www.hdu-kiel.de,"Beselerallee 40, 24105 Kiel",Kiel,Schleswig-Holstein
HEAD 24 UG,,,02381 799914,,"Schildkamp 1, 59063 Hamm",Hamm,Nordrhein-Westfalen
Health Care-Beratungsstelle Bahman Janipour Beratungseinsätze,,,,,"Schmalweg 5 a, 55252 Mainz-Kastel",Mainz-Kastel,Rheinland-Pfalz
"Heidemarie Wachtel Ambulanter Pflegedienst ""Mandala""",pflege.schmarl@gmx.de,Sammelpostfach,0381 12839846,http://www.pflegedienst-mandala.jimdo.com,"Stephan-Jantzen-Ring 32, 18106 Rostock",Rostock,Mecklenburg-Vorpommern
Heide-Pflegedienst,info@heidepflegedienst.de,Sammelpostfach,04184 897770,http://www.heidepflegedienst.de,"Winsener Str. 4, 21271 Hanstedt",Hanstedt,Schleswig-Holstein
Heider Pflegedienst,info@heiderpflegedienst.de,Sammelpostfach,0481 69883905,http://www.heiderpflegedienst.de,"Meldorfer Str. 7, 25770 Hemmingstedt",Hemmingstedt,Schleswig-Holstein
Heidis Hauskrankenpflege,heidis-hkp@t-online.de,Persönlich,09101 997980,http://www.diemitdemherz.de,"Kapell-Leite 2 , 90579 Langenzenn",Langenzenn,Bayern
Heidrun´s Pflegedienst Heidrun Kanowski,info@heidruns-pflegedienst.de,Sammelpostfach,037202 3399,,"Diethensdorfer Straße 6, 09236 Claußnitz",Claußnitz,Sachsen
Heigl Care GmbH,info@heigl-care.de,Sammelpostfach,0831 2069720,http://www.heigl-care.de,"Robert-Weixler-Str. 23 , 87439 Kempten / Allgäu",Kempten / Allgäu,Bayern
Heike Meurer,Heike-Ralf.Meurer@t-online.de,Persönlich,02251 62840,,"Amundsenstr. 24, 53881 Euskirchen",Euskirchen,Nordrhein-Westfalen
Heike Roedel Rita Zimmermann SGB V Pflegedienst Lebensbaum,,,06233 667114,,"Benderstr. 20, 67227 Frankenthal",Frankenthal,Rheinland-Pfalz
Heike Schmidt GmbH Pflege mit Herz,,,,,"An den Anlagen 18a, 37269 Eschwege",Eschwege,Niedersachsen
Heilpädagogische Hilfe Osnabrück Wohnen gemeinnützige GmbH Ambulante Pflege,m.goedecker@os-hho.de,Persönlich,0541 9991392,,"Bramscher Straße 246, 49090 Osnabrück",Osnabrück,Niedersachsen
Heil- und Pflegedienst GbR,,,06235 920093,,"Pechhüttenstr. 9, 67105 Schifferstadt",Schifferstadt,Rheinland-Pfalz
Heil- und Seniorenpflege CARI  Frau Carmen Ristow,info@cari-gartz.de,Sammelpostfach,033332 870530,http://www.cari-gartz.de,"Markt 4, 16307 Gartz",Gartz,Brandenburg
Heimann Jan Pflegeberatung,,,02778 2817,,"Oranienstr. 20, 35768 Siegbach",Siegbach,Hessen
Heimat Ambulanter Pflegedienst,info@heimat-pflegedienst.de,Sammelpostfach,04471 7008397,http://www.heimat-pflegedienst.de,"Am Capitol 3, 49661 Cloppenburg",Cloppenburg,Niedersachsen
Heimathafen-Pflegeteam GmbH,info@heimathafen-pflege.de,Sammelpostfach,040 42930040,,"Hallerstr. 1, 20146 Hamburg",Hamburg,Hamburg
Heimathafen-Torgau Pflege zu Hause,pflege@heimathafen-torgau.de,Sammelpostfach,03421 7783720,,"Bahnhofstraße 7, 04860 Torgau",Torgau,Thüringen
Heimatherz GmbH,,,0176 97710309,,"Martinstr. 43, 53332 Bornheim",Bornheim,Nordrhein-Westfalen
Heimathilfe eGbR,info@heimathilfe-pflege.de,Sammelpostfach,04559 1886677,,"Eichenweg 14, 23827 Wensin",Wensin,Schleswig-Holstein
Heimatpflege Bux   & Partner Ambulanter Pflegedienst GmbH,,,07964 3319150,,"Brunnenstr. 14, 73495 Stödtlen",Stödtlen,Baden-Württemberg
Heimatpflegedienst Achim Heesch,achimheesch@gmx.de,Persönlich,0174 4767119,,"Wattmannstr. 10, 41564 Kaarst",Kaarst,Nordrhein-Westfalen
Heimatpflege GbR,info@heimat-pflege.com,Sammelpostfach,040 524732770,,"Weidenbaumsweg 19, 21029 Hamburg",Hamburg,Hamburg
Heimbeatmung Ade GmbH   Ambulanter Pflegedienst,,,0721 96497188,,"Erbprinzenstr. 29 a, 76133 Karlsruhe",Karlsruhe,Baden-Württemberg
Heimbeatmung Intensivpflege Reich,,,05606 530486,,"Wolfhager Str. 60, 34317 Habichtswald",Habichtswald,Hessen
Heimbeatmungsservice  Brambring Jaschke,bkis@heimbeatmung.com,Persönlich,0971 13139900,http://www.heimbeatmung.com,"Am Weichselgarten 21 , 91058 Erlangen",Erlangen,Bayern
Heimbeatmungsservice  Brambring Jaschke GmbH,hv@heimbeatmung.com,Persönlich,089 215301320,http://www.heimbeatmung.com,"Stefan-George-Ring 23 , 81929 München ",München,Bayern
Heimbeatmungsservice Brambring Jaschke GmbH,alexandra.schmid@heimbeatmung.com,Persönlich,07152 906300,http://www.heimbeatmung.com,"Römerstr. 75, 71229 Leonberg",Leonberg,Baden-Württemberg
Heim gemeinnützige GmbH 1. Sozialstation Chemnitz Süd,sozialstation@heimggmbh.de,Sammelpostfach,0371 836530621,,"Albert-Köhler-Straße 65, 09122 Chemnitz",Chemnitz,Sachsen
Heim gemeinnützige GmbH  Sozialstation Chemnitz-Ost,sozialstation.scharnhorststrasse@heimggmbh.de,Sammelpostfach,0371 836522550,,"Scharnhorststraße 2, 09130 Chemnitz",Chemnitz,Sachsen
"Heim & Herz, Außerklinische  Intensivpflege GmbH",info@heimundherz.net,Sammelpostfach,03731 7832920,,"Obermarkt 1, 09599 Freiberg",Freiberg,Sachsen
Heim Pflege24,info@heimpersonal.de,Sammelpostfach,0511 33652220,,"Kugelfangtrift 63 B, 30657 Hannover",Hannover,Niedersachsen
Heinecke & Kranz Hauskrankenpflege GmbH,kontakt@pflegehuk.de,Sammelpostfach,033762 515130,http://www.pflegehuk.de,"Paul-Malzahn-Str. 19, 15713 Königs Wusterhausen",Königs Wusterhausen,Brandenburg
Heinemann Krankenpflege GmbH & Co. KG,heinemann@bonitas.de,Persönlich,0221 717993200,,"Kalker Hauptstr. 128-130, 51103 Köln",Köln,Nordrhein-Westfalen
Heinemann Peggy  Ambulante Pflege,,,07141 894028,,"Weiglestr. 6, 71640 Ludwigsburg",Ludwigsburg,Baden-Württemberg
Heinrich & Heinrich Pflegedienste GmbH,info@heinrich-heinrich.de,Sammelpostfach,03834 894000,http://www.heinrich-heinrich.de,"Friedrich-Löffler-Straße 43, 17489 Greifswald, Hansestadt",Hansestadt,Brandenburg
Heinrich u. Caroline Köster Testament Stiftung Ambulante Pflege,info@koester-stiftung.de,Sammelpostfach,040 6970620,,"Meisenstr. 25, 22305 Hamburg",Hamburg,Hamburg
Heinzelmännchen Pflegeteam Ralph Sieper & Martin Juling,RalphSieper@t-online.de,Persönlich,02191 343017,,"Am Sieper Park 61, 42855 Remscheid",Remscheid,Nordrhein-Westfalen
Heisig Pflegedienst Lieblingsmensch,info@heisig-pflegedienst.de,Sammelpostfach,02238 51041,,"Venloer Str. 145-147, 50259 Pulheim",Pulheim,Nordrhein-Westfalen
Hejmo Pflegedienst,hallo@hejmo-pflege.de,Sammelpostfach,039082 93980,,"Heinrich-Heine-Straße 12a, 39649 Gardelegen",Gardelegen,Sachsen-Anhalt
HeKa Mobiler Pflegedienst,,,02045 409099,,"Tannenstraße 14, 46238 Bottrop",Bottrop,Nordrhein-Westfalen
Held Pflege Bonn,info@pzh-bonn.de,Sammelpostfach,0228 614352,,"Rochusstr. 71, 53123 Bonn",Bonn,Nordrhein-Westfalen
Helfende Hände (Kempten),helfende-haende@t-online.de,Persönlich,0831 58096611,http://www.pflegedienst-kempten.de,"Memmingerstr. 90 , 87439 Kempten",Kempten,Bayern
Helfende Hände (Brake),info@hh-brake.de,Sammelpostfach,04401 980055,http://www.helfende-haende.de,"Breite Str. 56, 26919 Brake",Brake,Niedersachsen
Helfende Hände (Schortens),helfende-haende-schortens@t-online.de,Persönlich,04461 84140,,"Friesenweg 11, 26419 Schortens",Schortens,Niedersachsen
